date,open,high,low,close,volume,instrument_id
2016-07-20,4605.0,4659.0,4597.75,4653.0,178319,2563
2016-07-21,4652.5,4662.25,4626.75,4637.25,178554,2563
2016-07-22,4637.5,4664.5,4628.5,4658.5,146619,2563
2016-07-24,4659.25,4660.0,4656.5,4657.75,611,2563
2016-07-25,4657.75,4669.5,4643.5,4655.25,145083,2563
2016-07-26,4655.25,4694.5,4641.0,4693.25,207244,2563
2016-07-27,4693.0,4714.0,4676.75,4706.0,227663,2563
2016-07-28,4706.0,4733.0,4689.5,4727.5,219449,2563
2016-07-29,4727.75,4736.5,4709.0,4730.0,202971,2563
2016-07-31,4737.5,4739.0,4729.75,4730.25,1454,2563
2016-08-01,4730.5,4760.25,4721.0,4748.25,199112,2563
